Review,Aspect
I love them and love that they save the environment but oh my goodness they have such a awful smell. It smells like ear wax and give me a huge headache that I can’t even bare,Interference
"I love these for my sensitive skin! I am allergic to medical tape, regular bandages, peroxide, latex, and EKG goop. My skin normally gets so blistered from a normal bandage that it's often not worth me trying to cover my wounds at all. These produce NO REACTION!

I only caution to really clean the area well before using a bandage. I use 98% isopropyl rubbing alcohol at least around the wound, let it dry for a minute, then place the bandage. Otherwise your skin oil will prevent them from sticking. Especially if you are going to sleep with a bandage overnight. You really have to press it down too, its not just slap it on fast and go on your day.

They're more money than most bandages but wow, they're the only ones that I can actually use. Plus I low-key love that they come in BLACK.",Interference
"I love these storage containers. After washing them in the upper part of the dishwasher they were ready for use and have not disappointed. My food stayed fresh and there were no leaks. They flatten when empty for storage. I haven’t used them in the microwave, but they would be good there, too.",Performance
I love these wash cloths. They are a perfect size and absorption is nice. They don't look great after a washing but are the best cloths I've used in the kitchen. I will continue buying this product. My daughter liked them so much she ordered her own.,Aesthetics
I love these! I just chew a little bit to get the tablet broken down and brush. I use them mostly for travel and the container is a great size. I've barely made a dent in using them. I'll definitely order more if I ever run out.,Ease of Storage
"I love this floss and the container. I started flossing daily using plastic flossers and realized I didn’t want to be using that much plastic. I found this alternative and it is great!

My responses to reviews I read that made me doubt making the purchase:
1) The edges of the bamboo container were smooth and matched up perfectly. It fits together nice and snug.
2) The floss is grippier than most synthetic floss, but my dentist told me this is ideal and helps remove more tartar and bacteria than smooth floss.
3) The floss doesn’t break any more than synthetic floss. I have one tooth that is notorious for busting any floss I use. With flossing every day for the last 100 days I have experienced this floss break about 4-6 times.
4) This container seems like it will never run out. 100 days in and I still haven’t even needed to use my refill spool that came with it.
5) Economical - given the last point, this floss will last me at least 6 months with the initial spool and the refill. Completely worth it.
2 people found this helpful",Safety
"I loved how long-lasting and sustainable these pens are, all for a reasonable price. However, the writing experience can be improved. I find that my hands get tired quickly when I write a long time. I have to press hard for the ink to come out all the way. I wish there were ballpoint pen options and different colors, like blue. Otherwise, this is a great product!",Durability
I might be doing this wrong but it is a difficult to pull out. I want to do my part for the planet so I’ll keep using and re-using it,Ease of Use
I needed something reusable and washable for dishwashing. I wanted to love these but I don’t think they’re right for dishwashing. Probably fine for cups but they weren’t great for scrubbing anything with food on it.,Performance
"I only tried once and it wasn't the ideal scenario. Kinda low creek. Kinda rocky, muddy shoreline. Couldn't lay down or crouch really easily. You have to get way down to use so unless it is a certain scenario, it is not ideal. Plus there is a kinda counter suction that empties the well out when you're done or something but you do have to suck to pull water. I wish there was a counterweighted hose filter that pulls water out of the creek and fills a container if that makes sense.",Ergonomics
"I ordered the the piece set- a multipurpose cleaner, bathroom cleaner and hand soap. They sent me two of the same bottles (both yellow) so that it’s impossible to tell the different cleaners apart. Aside from that, the spray nozzles on both bottles leak TERRIBLY. Aside from that, the cleaner bottles are plastic (probably could have learned that if I’d read more closely, but still not the glass I was expecting). I like the scents and the hand soap works adequately (not a lot of sud); the bottle for the hand soap is nice. I’m hoping the seller will seems me the correct bottle at least.",Durability
"I originally bought these to keep for guests who might forget their toothbrush — I hated to think I would buy a plastic toothbrush that would be used a couple times before my guest went home to their normal toothbrush. So these are always ready for guests, but I have also taken to using them. I like having an option for when my electronic toothbrush, which does make my teeth feel cleaner than a standard brush, but is sometimes just too loud. I also always travel with one of these bamboo brushes. I don't have to bring a charger for my electric one, it fits in my toiletry bag better, it's ok if I forget it somewhere. I'll keep ordering these happily.",Ease of Storage
I prefer to use products with chemicals that are less harsh. Most wipes are not to be used on food-contact surfaces because of their chemicals. These wipes tend to dry out quickly.,Durability
"I purchased 3 LifeStraws when they were on sale. Being an avid hiker and starting to dabble in backpacking, I'd heard of the LifeStraw millions of times and was excited to finally add one to my pack. I'll start by saying the LifeStraw is really for emergency use only. You literally either have to a) lay on your stomach at a water source and sip your brains out through the straw or b) fill up a cup and sip through that. Either way, the LifeStraw is not a great solution for getting clean water while hiking/backpacking. There is no possible way to use the LifeStraw to filter water into your Camelback/waterbottle/etc. Go get a Sawyer Squeeze instead!",Ease of Use
"I purchased this after searching on Amazon for ""spice infuser"" which I intend to use in pickling this summer. The measurements posted on the site are accurate and I should have used a ruler to see what I was going to get because the actual product was smaller than I imagined. (See my photo of one infuser next to a standard teaspoon.) I'm glad that I bought the two-pack; I expect that I will have to use both infusers to get an adequate seasoning of my pickle brine. These infusers appear to be fine for making a cup of tea or two, but no more. After making a single cup using a scant teaspoon of leaves, the basket was absolutely packed with wet tea leaves. The mesh on the side walls is extremely fine, so tea leaves should not get lodged in them to clog the pores. The holes at the top are a bit larger than those on the side walls, but small enough that tea leaves will not leak into your brew. They are so small, however, that it may require repeated dunking in the cup to allow all the air to escape from around the tea leaves so that the leaves are fully immersed and steeping. The hanging chain and hook appear to be sturdy and the lid is sturdier than the basket itself. I appreciate that the screw-on-cap secures to the cylinder to create a firmer seal than my old tea infusers. The drainage saucer is simply a piece of stamped metal and very shallow. I expect that the only thing that will keep tea from spilling over onto the counter as the infuser drains into it is the surface tension of the liquid. My saucers did not have edges sharp enough to cut me, but a slight variation in the manufacturing process could cause the cutting hazard that another reviewer described. I hope that the edge of the cylinder seal is more sturdy than it looks. It appears to be stamped or soldered in six places to seal it. I fear that the edges may separate after a moderate period of use. When the overall quality of this product is considered, I could imagine that if they were sold individually at the Dollar Store, the manufacturer would still make a decent profit.",Safety
"I purchased this light for camping, I leave a light on overnight just in case there’s anything moving at night I can see or anyone can see what’s happening. It was working good for a week while I was testing it at home before my camping trip but after 2 times of use it does not charge. I wish it would, I go ahead and use the warranty and contact them but there’s no response. Keep your money and pick another brand of solar light.",Durability
"I read great reviews and decided to give this brand of bamboo TP a try. The TP crumbles when it’s wet, much like the TP you find in hotel, which is disappointing because of the cost of their product. I haven’t used a whole roll and I’m disappointed that I can’t return it. Sticking with Reel for bamboo TP.",Performance
"I really enjoy these pads as they are soft on my face and get the job done. My only complaint is that, even if you only wash 5-10 at a time in the little pouch, stains stick. I’ve tossed a couple in the last few months for this reason but otherwise super happy with the purchase.",Interference
"I really like the smell of these and I love the idea of them as well. I just don't feel that they really clean. I Really love the hand soap and will for sure keep buying it. My grandmother really liked the multi-purpose cleaner, she thought it did a really good job, I wasn't supper impressed with it myself though. The bathroom cleaner was my favorite smell wise but was the one I questioned the most when cleaning with, I felt like I was cleaning with just water and the bathroom is the one place where I want to be 100% sure I'm cleaning well. I would definitely recommend giving them a shot though as me and my grandmother had very different opinions on them so maybe you'll be more impressed than I was.
8 people found this helpful",Performance
"I really like this coffee maker and how easy it is to use. However, after a couple weeks of use it began to not use all the water that was in the reserve (and yes, I filled it up the water line and not over that). I have to now run the cycle twice so the machine uses all the water and brews a tumblers worth of iced coffee. Maybe I'm doing it wrong but I think it's defective. I ordered a replacement.",Durability
"I really love these little infusers! Little secret, they're not just for tea! I use them to make instant coffee when I'm too lazy to brew a whole pot. Just fill them with your ground coffee of choice, boil water and dunk these infusers in creating a perfect cup of coffee! Not only that, I even use them for when I cook with herbs and I don't want the pesky herbs floating all over my stews or soups. It still gives my dishes that amazing flavor of herbs without the actual herbs mixed in the food. They are easy to clean and the holes are so tiny that nothing will get through them well except the water lol. These are amazing, they have multiple use for me and I think these are great gift idea as well.",Adaptability
"I really wanted to like these. I am really disappointed. Everyday, I use a dermatologist recommended tinted mineral sunscreen and light mineral powder (Basic Minerals veil and original) and it took me 3-4 PADS each time to get the makeup off. ( they are really small pads). I wasn't just using water on the pad, I used Cetaphil oil free liquid make up remover. I don't use mascara or eye makeup- so that isn't the problem. And, then, after washing and scrubbing the pads with soap, I couldn't get off all of the residue off the pads! They are in the trash. Either, I will go back to cotton balls or white face cloths or disposable face wipes to get my face clean.",Interference
"I really wanted to like this product however, it was not good. It was very sticky and left adhesion marks on my dishware. I am hoping they come out with an improvement and if/when they do, I will try again!",Interference
"I really wanted to like this product, but I just can’t. It leaks every time I use it. They give you instructions to keep the lid and the rim dry to ensure a tight seal and every single time I use it I make sure it’s dry but it constantly leaks. There really shouldn’t be a need for instructions onto how to keep a tight seal there should just simply be one. I don’t know what the difference is between this cup and the bottle they have but the bottle doesn’t leak.",Performance
"I really wanted to like this product, I am always looking for Eco-friendly options; and I was excited that they were supposed to be good for sensitive skin. I could not get the Band-Aids to stick to my skin, no matter what I did. I tried switching the bandage for a new one, holding the bandage down on my skin for a few minutes, and a combination of holding it down, and then not moving for a little bit. Every. Single. Time, the bandage popped right off and I had to take it off, as I could not get it to stick again. I had 2 different wounds I tried them on, one is on my finger, so I wrapped the bandage around my finger and held it there for a few minutes, about ten minutes later, the edge of the bandage popped up and would not stick. Definitely NOT worth buying these for how pricey they are. I'm super disappointed in my purchase.",Performance
"I received standing desk yesterday on time with no issues on packaging. Assembly is fairly easy. I would suggest please read each steps in installation guide as well as view video. I was able to assemble with no issues. This desk is reasonably heavy and sturdy. Height adjustment features are working on Day 0. I will monitor the function going forward after i will install monitor mount with two monitors. Only thing i observed and I wish that high adjustment buttons on my right hand side, but no big deal.

I highly recommend to buy the desk. Overall nice functional desk. Now my work space is clean and super functional.

I also added device charging mount Desk Clamp Power Strip with USB C,Power Supply for Desk Edge Mount with 3 Outlets,2 USB C ,2 USB A fast Charging Ports,Table Outlets for Home, Office,6ft Extension Cord,Flat Plug(White).",Durability
"I remember being a bit nervous to order these because some people had an issue with the scent but I never experienced that as far as I know. They’re super easy to tangle but make for amazing decor once set up. I get so many compliments whenever I take pictures in my room.

I’ve had these vines since April 2021 but they’ve still held up. Still look amazing! In fact, I don’t think they look or feel any different.",Durability
"I think the pads are too big. When you apply them to your face they handle awkwardly. The top layer moves without the bottom layer. They are only attached on the outer edge. I did soak them in water before I used but my product didn't absorb, it just sat on top and it rolls off. I'm hoping after they've been washed a couple times my product will absorb. I'm comparing to the cotton pads you find at the store which are smaller and easier to handle.",Ergonomics
"I thought it would be a cool, eco-friendly product but it doesn't work. It doesn't just snap, it SHREDS, leaving tiny little strings between your teeth. I had to use like 3x the amount of floss because it kept shredding.",Durability
I thought you were terrible. They don’t really absorb well. We don’t rinse off well. You are one of throwing them out. They will save you no money.,Performance
"I tried these bandages after developing a terrible adhesive allergy from another brand of bandage. I had a mole removed from my back, and my bandage left blistered, red, irritated skin from the adhesive. I had to change this thing twice a day, so was running out of placement options since my skin was so raw and irritated. I tried these bamboo bandages, hoping they would not irritate my skin… unfortunately, they still caused redness and irritation. On a positive note, they are extremely sticky and had ultimate staying power. They were almost too sticky, and difficult to peel off. My daughter has used them on her knees after she took a spill on her bike, and she really likes them- especially the coverage and that they don’t fall off at school all day. So they didn’t work for me, but do work for her.",Safety
"I typically use this for cold beverages, haven’t tried it for hot.
Very easy to carry around. I bought this for flights, so I could avoid getting those single use cups.
Only downside is that collapsing it isn’t very intuitive and I struggled with it initially. Otherwise perfect.",Ease of Storage
"I use ECO liquid with good results so I decided to try the sheet. Not using a heavy plastic bottle was good incentive but my arthritic hands sinched the deal for the switch to light weight sheets. I love them! I get the same results and the sheets are light and the storage box is paper stock. They dissolve quickly.
Remember to follow the washing instructions on the box. I put a sheet in after loading clothes and water and the concentration of the detergent in the sheet discolored a spot on the tee shirt that the sheet dissolved on. I won't make that mistake again. In conclusion I have pleased to have made the switch to the detergent sheets. Give them a try.",Safety
"I use loose tea and it does have fine powder but this seems to keep everything inside. It is so easy to use and clean. It saves so much time. It arrived on time, packaged well. The product is made up of thin stainless steel but it was not damaged when I received it as it was packaged well. I will recommend it to my friends and family.",Ease of Use
"I use this Stasher bags to store single-serve portions of fruits & veggies in the freezer for my shakes. I love the quality and that they are leak proof when sealed properly, but after the 1st use I noticed thar the bag is pretty stinky inside. I think it picks up the freezerburn smell. Fortunately, I don't notice any change in taste to the food. I have several Stasher bags & noticed the stickiness with all of them, so it's not specific to a color.",Interference
"I used these to create an ivy backdrop for my room. I also put a few strands of dollar store eucalyptus, and flowers I got from Michaels. These did a beautiful job, they are very cute, and they are super lightweight. I hot glued everything together and cut the strands to fill in the space above my window. This was a cute and easy project. I ran one strand across the top of my wall, then I folded over the end of another strand around top strand, Then I hot glued it. Super easy and fun..",Aesthetics
"I usually don't bother writing reviews, but I had to come & write one for this item. I have been a Dunkin' customer for 20 years, and it really is an addiction (coffee), but I was tired of paying prices & a 50/50 risk the coffee was good & made right, so I took a chance & bought this. I ABSOLUTELY LOVE IT. It really is so easy to use & makes a yummy iced coffee. Huge $ savings & always tastes perfect. I bought Dunkin coffee from the grocery store & I'll eventually try other brands. Coffee is done in 5 mins & it has a valve to stop dripping when done. Don't think twice about this one.",Performance
"I very much like these tablets but ran into some issues traveling in countries with very high humidity, as they readily absorbed the moisture in the air and got rather soggy, even in a plastic box. Next time, I'll be sure to put them in an air-tight container, like an old film canister (remember those??), and hope for the best!",Interference
I wanted this floss to be wonderful. Bamboo is such a good alternative to anything else. The floss is thicker than sewing thread-it wouldn’t fit between any of my teeth. It shredded quite easily. Only get this is you have gaps between your teeth.,Performance
I wanted to find an eco-friendly alternative to biros and am very happy with the smoothness and quality of the black ink as well as the comfortable grip you can get on these pens. Nice to see outer packaging that is completely recyclable too.,Ergonomics
I wanted to like these so badly. I prefer the mint-format toothpaste and everything about them was good apart from not feeling like my teeth were clean. They don't help control plaque like regular toothpaste unfortunately.,Performance
"i wanted to like this so bad, but i don’t, I only wear organic deodorants, this no matter how much i use does not get scents out of anything and barely any new stains. I spilled my ashtray on my bedsheets and washed it minutes after the pill and used extra detergent and the ashes are still in my sheets, it also fades clothes. and leaves them harsh.

I love the fact that they are natural/plant powered, for the most part. but i can’t sacrifice smell and cleanliness for that",Performance
"I was a bit skeptical at first but when it became available for 50% off @ $20 I figure what the heck, why not give it a try. I've done cold brew over days and pouring hot coffee over ice... Both produce servicable to good products but with draw backs to each method. Cold brew while tasty took days to produce. Hot coffee was virtually instant just didn't taste as good. This product produced a delicious cup of iced coffee within minutes v. Waiting Days for my cold brew (although in fairness, once made, the cold brew will last days v. One drink). I am exceedingly happy with my purchase and bonus - the lavender color is gorgeous!",Performance
I was disappointed-- since I am giving this as a gift--- they were just 2 loose sticks with no instructions or paperwork. I am giving these to my Grandson who is in the scouts for there camping trips. I have no idea if he knows how to use these and I certainly don't.,Ease of Use
"I was excited to get the product but found out very quickly it doesn't work anywhere as well as an original K cup. It's a pain to clean out because after dumping the grinds into the trash then you're left with about 25% of the grinds sticking to the side of the cup. For some reason the volume of the cup of coffee is considerably less than that produced by a normal disposable pod. To get the volume a normal pod produces we had to press brew three times. Unfortunately, we believe the product couldn't deliver.",Interference
"I was excited to have these for some coffee I received as a gift. I filled the cup as directed. As I awaited the first cup of yummy coffee to be made, instead of coffees going into my cup, it began coming out of the k-cup area and spilled all over my counter. I cleaned everything and filled another pod as directed. I took it to work and prepared for a mess but hoped for the best when I tried it in the Kurig at work. It worked like a charm! No problem. So I filled a pod as directed and tried again at home in my Kurig. Again a mess was made. I’m not sure why this happens but I’ve been taking the pods to work and have had no issues. I continue to use store bought k-cups in my home Kurig and have no issues. So I guess use with this in mind and do not use unattended.",Interference
I was pleasantly surprised by these. For one they are larger and sturdier than I was expecting. The bristles are soft but dense and my mouth feels super clean afterwards. I purchased these because I do not care for how plastic feels against my teeth and gums and this was a satisfactory solution.,Durability
"I was very satisfied, I love my vines! The only problem is that they do smell bad when you open the package. I sprayed some febreze fabric spray on them to make the smell go away and it worked!",Interference
"I wasn't convinced when I saw other reviews saying that these ivy vines need to air out before you can use them. But WOW, that smell is serious business. It's truly gross and it made me worry about what chemicals were coming off of those things. We aired them out for many days and it did go away, but in the end it wasn't really worth it. The leaves fall off with only a moderate amount of wear and tear -- my kid has them hung like curtains around her bed, and when she pushes the vines aside, a leaf falls off here and there. She's not pulling them or hanging from them or anything! Not recommended overall.",Interference
I wasnt sure what to expect but I was pretty happy. The bristles are soft but almost needle like so they clean nicely in the gums but it made me bleed the first few times. The wood is ok but gets drier after every use and it feels like I'm brushing my teeth with a popsicle stick,Safety
I wish I bought the bags with the handle. I did have to get a new trash bin. The bags were too small. I had an initial leak when I first used the bags. It may have been from a sharp object. I am glad I made the switch. I am close to being plastic bag free.,Ergonomics
"I’m looking for a reusable handkerchief for women. This would be ok in a pinch, but for everyday doesn’t work for me. It. Even after washing is pretty rough. I’d just like to help the environment by not using so much one use tissue.",Ergonomics
I’ve been using ECOS for about 18 months and I love them!!! My husband is an avid gardener and makes his own compost and he gets really dirty but not a problem for ECOS. Big pluses I don’t have to carry heavy bottles of liquid detergent and no plastic bottles to recycle!,Ease of Reprocessing
"I’ve been using them to take off make up and generally clean my skin, and for a year these have held up! There are only a few that have maintained some make up marks through the washes but overall very clean!",Durability
"I’ve been using these tablets for a few weeks, and I’m happy with my purchase. I’ve been considering switching over from regular toothpaste for a while due to environmental reasons. I’m trying to be as plastic-free as possible, and making this switch was one of the last products I needed to change! They took a second to get accustomed to but now I really like them. Tablets don’t foam until you start to brush, but clean teeth just as well as paste.",Performance
"I'm not a fan of this brand. These are not soft brushes. So, if your teeth are sensitive, stay away. Also, the wood cracks easily, and you can come away with a small bunch of bristles in your mouth. The durability is unreliable. Not good quality.",Ergonomics
"It was okay as a floss--not great, not horrible--but the charcoal (or something they treated it with) tasted bad. Sent it back.",Interference
"It’s a cheap product so you definitely get what you pay for. They are very thin. I stabled them to my ceiling, if you plan on stabling them be aware the staple may cut the vine clear through with little pressure. You’ll need to layer a lot for coverage.",Price
It’s perfect! This is my new toothpaste! It’s the perfect amount of minty fresh. It foams up really quickly and it makes my teeth whiter and leaves my breath smelling fresh :),Ease of Use
"It's a great idea, but it's not a great solution. The tissues aren't soft and don't absorb much.",Ergonomics
"It's a trade off so you have to figure out what is most important to you - power or longevity. The others are brighter but won't last as long as this one. The others collapse easier, you don't have to mess with an air mattress type plug which is the main drawback with this gizmo. But they do last all night and after 2 hrs in the sun are fully charged to last another night. I only looked at low power longevity but that was good enough to see my way around in the darkness. As long as I can find stuff that's what I'm looking for. So I don't like the design, the way it hangs, the strap covers up the solar panel, you have to blow it up, etc . . . it does last all night. So figure out what is more important. If you want something brighter then get those hard shell collapsable ones.",Durability
"It's spring allergy season for me, so I need to blow my nose quite often and I produce quite a lot of mucous. I was hoping to reduce my paper waste by purchasing these, but they didn't even last me through a day.

They aren't absorbent at all, and super harsh against my nose. I can't even blow my nose properly once into the tissue, without smearing around my snot. These are NOT for anyone who actually needs to blow their nose - maybe for people who just lightly dab their nose because it dribbles?

The only reason this isn't a one-star is because the packaging is neat. Maybe they should spend more money and research on the actual tissues instead of their nifty carrying case.",Durability
I've been using the black bristle toothbrushes for ever and they're great! This was my first time trying the ones with white bristles and they hurt my gums. I'm not sure if they're just not as soft as the black but they hurt so bad I can't use them.,Durability
"I've had one before, so I thought I would get another.
Hi folks American's and people from a far.
Theses work and are simple to use great to carry when hiking and out and about or when the big one hits.
You could have all the money in the world but if you need water and I'm the only one who can provide
I guess I'm rich now.
Folks get one you just never know and it's, good to be safe why not.",Safety
"I've owned this light now for 13 months and I just took it out to use it because we lost our electricity for the day. Upon inflating it I could hear air being released. I looked and there was a little tiny hole in the plastic. I'm disappointed that the plastic on this is so soft that it can be easily punctured. Most of the time that I've had it I've kept it in storage in a bag unfortunately it's out of warranty. And I can't ask for it to be replaced. If I get a puncture in this with it just being in storage how can it possibly last when I'm out camping and it's in a backpack.....well it won't. I love the concept of this product the light is very bright it charges reasonably well but you know I won't buy another one of these I'll go to another manufacturer and get something more durable.

10/29/22 Only after a year will the battery solar charge to 3 bars. I'm dropping my review from 2 stars to 1. Don't buy this product it is not durable and built to last beyond its 1-year warranty.",Interference
Just a hint: Don't grip them to firmly. The metal tube part is very thin and can dent easily. Just don't screw the tops on too tight and you wont have to grip them so much to get the top unscrewed when you clean em out.,Ergonomics
Just received but I’m happy with how these write (I’m pretty particular about my pens)…more medium than fine. If they last as a standard pen would I’ll definitely buy again.,Durability
Leaves my clothes spotty and doesn't seem to clean them very well. I love Ecos liquid so I thought I could give this a chance but I'm disappointed.,Performance
Looked good but honestly ink was gone in minutes ie thankyou wishes.. guest book,Durability
"Looks good, unique bamboo case, nice black color, but it's kind of hard to get it out of the unique bamboo case , and I've used this floss a couple of times, and it breaks very easily. So I will not order the floss again.",Performance
"Love the idea of these and was hopeful, unfortunately, my skin broke out into an allergic reaction the same day I tried one. I've suddenly developed an allergy to adhesive or latex and can't wear any type of regular bandages. Had really high hopes for these but not for me.",Interference
"Love the product, but plunger on hand soap stopped working, after only one tab, actually about 1/2 way through first tab. If you could send me another one (plunger) that would be great. Thanks",Durability
"Love these, Works Pretty well, If you get Black then it doesn't stain the material with Tea or Coffee Stains, or rather you can't see it.. but for what its designed to do, its portable, looks nice, easy to use, I bought a couple of these and I still use them months later without any issues, very durable and hasn't torn or anything. Gotta give this 5 Stars.",Aesthetics
Love this bc it’s biodegradable and grey water friendly. And no waste! However you do need to use more than 2 sheets for dirty laundry…so there’s that. But it’s still a good product despite having to use a lot of it each time,Ease of Reprocessing
Must wash before first use. A great alternative to disposable cotton rounds. Soft and absorbent. Gentle for eye area and sensitivite skin. Comes with a bag to wash rounds in. More sustainable alternative help fight against climate change!,Ease of Reprocessing
"My biggest disappointment with this product is the rolls are not as big as expected. While the product isn’t as soft as Charmin, I believe it’s more absorbent. It’s not rough really, just not as soft. I’ll probably buy again mainly because it’s sustainable, bamboo, and reduces plastic packaging.",Ergonomics
"My client site has a Keurig so I figured I'd get one of these to save money over purchasing single use pods. I currently use standard Folgers pre-ground coffee.

It works OK but water gets around it and makes a mess as well as diluting the coffee in my cup. I experimented with different fill levels of coffee as well as different ways of placement but always ended up having to clean up a bunch of hot water afterwards.

A colleague brought in a NOALTO fully stainless reusable pod that works flawlessly so these went in the trash. I wouldn't even give them away. I don't have a Keurig at home so haven't purchased the NOALTO. If my colleague leaves, I will most definitely get one. Based on the pore size, I'm guessing this could be used with a VERY finely ground coffee which would make for an even better cup than I'm currently getting.",Interference
"My experience with alternative tooth cleaning products includes hello brand charcoal tablets and local artisanal tooth powder.
Tablets in general are great for travel, portioning, and sharing. I keep some in my go bag without worrying about spillage or travel restrictions. I can share with a companion (or desperate stranger, if need be) and because these ones foam, as long as you have saliva, no water is needed (think: sketchy bathroom or roughing-it campsites).
I like these tablets better than hello brand, because these foam and are way mintier. I'll be honest, I only feel ""fresh"" if I taste mint. Now, when I say ""foam"", don't envision Alka seltzer or rabies, think more like when you blow bubbles in water.
I like tablets better than powder, because portioning is exact with tablets and you can share without dipping the brush or dumping all over the sink.",Ease of Storage
"My heading about says it. It takes 1/2 hour for the cup to fill. Well, not 1/2 but you get what I'm saying.
You can't be a working person and have this pot in your house in the morning. The base of the unit gets way too hot. I could see in the future a plastic melting pot. I know the price is great, now I know why.",Use Efficiency
"My main concern is about the case. The separator is not isolating the moisture. It is absulutelly hard to fold and stack clean napkins into the case. I thought it would open somehow, but not. Never use the bottom hole, because I have never manages to stack nepkins so that it is easy to pull them. The fabric is ok though. I ended up just carrying one or two nepkins in my cosmetic pouch.",Ease of Use
"My original review said, ""Compared to other brands of these that I have used, these are difficult to warm up enough to use and when they cool down in the fridge they again become stiff and unwrap themselves to some degree.""

After using them for several months I have changed my view...at first use they were hard to warm up enough but after one use they work very well, easy to wrap most anything and when warmed with hands mold to the shape of whatever you are wrapping. I have used and washed these several times and they continue to perform well. I do not experience any objectionable odor as others have criticized.",Ease of Use
"Nice and compact when folded down. Filled it with hot coffee. Turned it upside down as a test. No leak. Nice insulating sleeve to protect your hand from touching the cup when filled with hot liquid. Sleeve fits underneath when cup is folded up. No foreign taste from the cup. Easy to clean, dry and pack.

I’m going to use it to take a cup of water onto my next plane ride. Once i drink it I can fold it down out of the way.

Very happy with my cup.",Ease of Storage
Nice idea but the top is heavier and that’s why it’s flipping around. I think I have to return it.,Ergonomics
"Now that I’m drinking a cup or two of coffee a day, I’ve realized prepackaged coffee pods are actually pretty expensive. I finally bought a bag of grounds, and today these DIY pods and scoop came in the mail. They work great! I was thinking the scoop was a dumb addition, especially for the price, but it’s quite substantial and very useful. It makes it unbelievably easy to fill the pods. I just filled a pod to just under the top of the silver mesh, closed it, tapped it on the counter to level it, and it was perfect. It rinsed as well as I’d expect; I plan on putting it through the dishwasher. I prefilled the other 3 so I’m good for the next several cups.",Ease of Use
"OK, now understand I am an analyst and don't believe everything I read or hear. :-) Went to visit my niece in CA and she used these every day. I watched and watched. After a week and a long air flight back home, the first thing I did was order the same one for us. Well, now I am ordering more. They are made of good quality silicon with wire mesh and lock tight. We fill them every night and add them to the coffee bowl for morning coffee. I use the water nozzle to clean them with hot water and once a week I soak them in soapy water and use the nozzle again until the water runs clear and no soap. let them dry well before filling again and add the coffee grounds to a can for your garden or flower pots. I love them and am buying more today as backups if I need them. Will keep you all in the loop on how long they last. Thanks.",Performance
"Ordered these because I wanted reusable k-cups for my new machine. Sadly, of the six I got, 2 do not work in my Keurig because the lids aren’t tight fitting enough and the Keurig won’t close to brew the cup. 4 is not enough for my needs so I will have to purchase more. Disappointed.",Ergonomics
Overall i liked how many i got for the price. Have enough to do maybe 3 accent walls have size. Wish they had like a circle ⭕️ on the end to make it for easier tacking. Was able to secure it by placing it in between wall and tack. Yes they did smell fishy but I sprayed them with febreeze and let air dry. I waited to put them up like 2 weeks after air drying and no smell. They are really nice and flexible.,Ease of Use
"Overall it's a simple to use machine that makes a quick, and tasty large cup of iced coffee.
My complaints are surrounding the post coffee making process. The machine is light weight and the pieces just stack on top of eachother. They don't really click in and feel a bit flimsy. Even after removing the used filter, the machine leaks remaining vapors and coffee on the area where it sits requiring cleanup every single time of use. The top cap cannot be removed and the steam collected on it continues to drip on the counter. The cup is a perfect size and keeps it cold for a while but I hate that it cannot be washes in the dishwasher",Performance
"Overall the cup is great, I just wanted something to reduce as much single use plastic as I could. I wanted a light collapsible cup that was easy to just have on me. This is that.

With that said, the cup leaks a lot, so the leakproof claim is nonsense.

The top is also weirdly wide and can be difficult to get open if you’ve really tightened it a lot.

I’d recommend it, but it isn’t a cup you fill up and toss in your bag.",Performance
"Overall, I'm happy with this desk. It works well, is sturdy, and looks good. However, note, that you will have to assemble this desk and there are not always pre-drilled holes where you need to insert screws. I had to pre-drill 5 different holes into the wood top to secure everything as instructed in the manual. Manual has a few photos but had to really study the pictures to understand what direction to place things and where the screws should go. Also, the two boxes are very heavy when they are delivered separately. Again, I'm happy with the desk overall but I think it is important to note the amount of work required to assemble this yourself and the heavy boxes you may need to carry.",Aesthetics
Perfect for people who have allergies to adhesive. These don't react on my wife the way standard bandages do but they don't stick well enough for me to use.,Performance
Perfect WFH standing desk! It is sturdy and functions just as intended! It works greats and the size is perfect for 2 monitors and a laptop with lots of room left. The motor's noise is not that loud and moves up and down well. The multiple height memory modes are great with one click to get to the height you want without manually holding the up and down buttons. The assembly process was slightly longer than expected but looking up and following a video online helps a lot. Love this product and will buy it again!,Durability
"Play Video
 I really wanted to like this. I like the idea behind the company and I am trying to avoid single-use plastics. However, this just didn't pan out. I was concerned with the longevity of the spray bottles considering that they're reusable. However, when it breaks on the first use, then I'm not really cutting down on my single-use plastics. And the other bottle just keeps leaking, though I'm not sure from where. Every time I pick it up, there's a puddle underneath.

Sorry for the wobbly video, I was trying to show that I toggled the spray bottle off and then on again.

PROs:
+ Quick delivery
+ Straight forward instructions
+ Only need water
+ Biodegradable packaging
+ Foaming handsoap bottle is durable and made of glass

CONs:
- Spray bottle for the Multipurpose cleaner broke on the first spray
- Spray bottles are both made of plastic
- Leaking bottle

TLDR:
Handsoap bottle is glass
Both spray bottles are plastic
Spray mechanism broke on first use
One bottle leaks continuously",Durability
